base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
43.17	55.98	54.56	0.24	[88.0, 81.17, 69.83, 67.67, 56.0, 51.83, 48.67, 47.83, 43.17]	[nan, 79.0, 77.08, 68.83, 67.2, 63.9, 60.08, 58.21, 55.98]	[88.0, 80.08, 74.67, 68.54, 64.97, 61.89, 58.45, 56.92, 54.56]	[1.08, 1.01, 0.95, 0.56, 0.4, 0.4, 0.48, 0.3, 0.24]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
45.33	55.96	54.78	0.16	[88.67, 80.5, 69.5, 67.83, 58.0, 53.0, 50.33, 49.67, 45.33]	[nan, 79.0, 77.42, 69.72, 67.58, 63.93, 60.2, 58.19, 55.96]	[88.67, 79.75, 74.78, 69.25, 65.67, 62.11, 58.78, 57.12, 54.78]	[0.47, 0.82, 0.39, 0.27, 0.17, 0.17, 0.1, 0.13, 0.16]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
31.67	53.81	51.35	4.77	[87.83, 53.17, 46.67, 45.67, 40.33, 37.17, 35.0, 34.5, 31.67]	[nan, 77.33, 76.5, 66.5, 64.91, 61.5, 57.64, 55.78, 53.81]	[87.83, 65.25, 66.56, 61.29, 60.0, 57.45, 54.41, 53.12, 51.35]	[0.47, 19.46, 11.59, 10.64, 7.43, 6.5, 6.04, 5.39, 4.77]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	3	1.0	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
46.67	55.69	54.69	0.07	[88.5, 79.83, 69.33, 67.17, 59.17, 54.67, 52.67, 51.67, 46.67]	[nan, 78.33, 77.17, 69.11, 66.71, 63.43, 59.89, 57.81, 55.69]	[88.5, 79.08, 74.56, 68.62, 65.2, 61.97, 58.86, 57.04, 54.69]	[0.0, 0.51, 0.16, 0.45, 0.36, 0.24, 0.23, 0.13, 0.07]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
47.33	55.61	54.69	0.07	[88.0, 79.17, 69.33, 67.33, 59.17, 55.0, 52.17, 51.5, 47.33]	[nan, 78.33, 77.08, 69.22, 66.7, 63.37, 59.8, 57.76, 55.61]	[88.0, 78.75, 74.5, 68.75, 65.2, 61.97, 58.71, 56.98, 54.69]	[0.71, 0.89, 0.49, 0.2, 0.29, 0.32, 0.18, 0.19, 0.07]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	pet	5	1.0	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
45.0	55.79	54.6	0.05	[88.33, 80.5, 69.5, 67.83, 58.0, 53.17, 49.67, 49.17, 45.0]	[nan, 79.17, 77.25, 69.11, 66.71, 63.5, 59.86, 57.95, 55.79]	[88.33, 79.83, 74.66, 68.79, 64.97, 61.78, 58.4, 56.85, 54.6]	[0.62, 1.36, 0.62, 0.31, 0.25, 0.31, 0.18, 0.15, 0.05]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
44.5	55.96	54.68	0.05	[88.67, 81.33, 69.5, 66.67, 56.67, 52.17, 48.83, 48.33, 44.5]	[nan, 79.0, 77.67, 69.22, 66.87, 63.67, 60.06, 58.17, 55.96]	[88.67, 80.17, 74.94, 68.58, 64.83, 61.75, 58.45, 56.93, 54.68]	[0.62, 0.96, 0.48, 0.58, 0.12, 0.0, 0.03, 0.09, 0.05]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	pet	3	1.0	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
30.83	52.54	50.13	6.26	[88.0, 52.5, 46.0, 44.33, 39.17, 35.67, 34.17, 33.83, 30.83]	[nan, 75.33, 72.92, 65.28, 63.96, 60.03, 56.14, 54.4, 52.54]	[88.0, 63.92, 63.94, 60.04, 59.0, 55.97, 53.0, 51.83, 50.13]	[0.71, 20.45, 14.93, 12.32, 8.77, 7.99, 7.78, 7.04, 6.26]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
31.0	54.83	52.18	3.51	[89.0, 54.0, 46.5, 45.33, 39.5, 36.17, 34.67, 34.17, 31.0]	[nan, 78.67, 75.67, 67.89, 66.75, 63.0, 58.5, 56.88, 54.83]	[89.0, 66.33, 65.94, 62.25, 61.3, 58.53, 55.1, 54.04, 52.18]	[0.0, 19.15, 12.34, 9.28, 5.38, 4.67, 5.02, 4.1, 3.51]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	3	1.0	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
45.0	56.37	55.11	0.24	[88.17, 81.0, 69.17, 66.83, 56.5, 52.33, 50.0, 49.17, 45.0]	[nan, 79.5, 78.08, 69.83, 67.45, 64.03, 60.39, 58.57, 56.37]	[88.17, 80.25, 75.11, 69.08, 65.27, 62.08, 58.9, 57.4, 55.11]	[0.62, 0.41, 0.21, 0.36, 0.79, 0.29, 0.19, 0.25, 0.24]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
46.5	55.85	54.81	0.09	[88.17, 80.0, 69.33, 67.5, 59.0, 54.83, 51.33, 50.67, 46.5]	[nan, 79.0, 77.42, 69.44, 66.91, 63.53, 60.03, 57.98, 55.85]	[88.17, 79.5, 74.72, 68.96, 65.33, 62.09, 58.78, 57.06, 54.81]	[0.24, 0.41, 0.16, 0.33, 0.25, 0.24, 0.21, 0.13, 0.09]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
32.17	0.0	3.57	0.56	[88.5, 88.17, 87.83, 87.5, 52.17, 33.5, 26.0, 25.83, 32.17]	[nan, 56.33, 42.42, 18.72, 3.04, 0.0, 0.0, 0.0, 0.0]	[88.5, 72.25, 57.55, 35.92, 12.87, 5.59, 3.71, 3.23, 3.57]	[0.71, 0.54, 1.02, 0.24, 1.38, 2.37, 1.06, 0.71, 0.56]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
69.67	47.83	50.26	0.12	[88.33, 83.67, 75.17, 76.0, 67.5, 67.83, 65.67, 69.83, 69.67]	[nan, 77.0, 74.08, 65.0, 61.37, 57.23, 53.19, 51.69, 47.83]	[88.33, 80.33, 74.45, 67.75, 62.6, 59.0, 54.98, 53.96, 50.26]	[0.47, 0.66, 0.21, 0.37, 0.22, 0.35, 0.16, 0.03, 0.12]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
84.0	8.81	17.17	0.28	[88.0, 85.67, 85.67, 86.67, 78.67, 83.33, 83.67, 85.5, 84.0]	[nan, 61.0, 42.17, 21.67, 19.54, 15.43, 12.5, 9.76, 8.81]	[88.0, 73.33, 56.67, 37.91, 31.37, 26.75, 22.67, 19.23, 17.17]	[0.0, 1.9, 2.71, 0.68, 1.13, 0.49, 0.12, 0.46, 0.28]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
30.17	54.93	52.19	3.55	[88.67, 54.67, 46.5, 44.83, 39.17, 36.0, 34.0, 33.33, 30.17]	[nan, 79.33, 76.42, 68.67, 66.38, 62.7, 58.97, 57.21, 54.93]	[88.67, 67.0, 66.44, 62.71, 60.93, 58.25, 55.4, 54.23, 52.19]	[0.47, 18.04, 11.27, 8.55, 6.11, 5.31, 4.79, 4.05, 3.55]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
81.67	0.0	9.07	0.23	[88.33, 84.83, 85.67, 83.17, 83.33, 80.17, 84.5, 83.5, 81.67]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[88.33, 42.42, 28.56, 20.79, 16.67, 13.36, 12.07, 10.44, 9.07]	[0.62, 0.82, 0.34, 0.41, 0.29, 0.22, 0.11, 0.23, 0.23]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
20.0	0.0	2.22	0.13	[88.33, 87.67, 84.0, 23.17, 20.0, 19.0, 19.17, 20.67, 20.0]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[88.33, 43.83, 28.0, 5.79, 4.0, 3.17, 2.74, 2.58, 2.22]	[0.47, 0.12, 0.55, 1.87, 0.0, 0.18, 0.17, 0.12, 0.13]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
87.67	1.44	11.02	0.37	[88.5, 88.5, 86.83, 87.33, 87.67, 87.67, 87.33, 86.67, 87.67]	[nan, 21.67, 6.83, 2.11, 3.33, 1.77, 2.56, 1.14, 1.44]	[88.5, 55.08, 33.5, 23.42, 20.2, 16.08, 14.67, 11.83, 11.02]	[0.41, 6.95, 3.18, 1.05, 1.63, 1.08, 1.5, 0.59, 0.37]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
80.5	0.0	8.94	0.08	[88.33, 87.0, 85.17, 84.83, 84.33, 81.5, 81.67, 80.5, 80.5]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[88.33, 43.5, 28.39, 21.21, 16.87, 13.58, 11.67, 10.06, 8.94]	[0.24, 0.0, 0.08, 0.33, 0.05, 0.13, 0.22, 0.18, 0.08]	dtd_cap_incft	dtd	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	-1	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.1	-1	1.0	False	False	True	False	5	5	47	9	checkpoint/dtd_cap_incft	[224, 224]
